Mã_Tin,Thời_Gian_Đăng,Thành_Phố,Quận_Huyện,Giá_Cho_Thuê,Diện_Tích_m2,Tiêu_Đề,Mô_Tả,Nổi_Bật
701804,"Thứ 5, 21:28 26/02/2026",Hà Nội,Hà Đông,4.5,35.0,"Chính chủ cho thuê phòng 35m2 ( 4.5trieu) sau bến xe yên nghĩa, oto tránh, đó ngày đêm.","Chính chủ cho thuê phòng rộng 35m2 (4.5trieu). Nhà mới xây, vệ sinh khép kín, thang máy, ban công, điều hoà nóng lạnh đầy đủ... Ngay sau bến xe Yên Nghĩa, cách đại học Phenikaa 300m, gần viện nhi, đại học Đại Nam... Phù hợp làm văn phòng, hộ gia đình ở, 2-3 ng 1 phòng... Đường rộng 5m, vỉa hè 3m, oto đỗ ngày đêm. Liên hệ sdt, Zalo 0986170330","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
702024,"Thứ 5, 16:47 26/02/2026",Hà Nội,Nam Từ Liêm,3.8,18.0,[KHAI TRƯƠNG] PHÒNG XUÂN PHƯƠNG MỚI TINH - KHÓA VÂN TAY TỪNG PHÒNG - FULL ĐỒ CHỈ TỪ 3.8TR!,"ĐẶC QUYỀN: Tặng ngay LÌ XÌ TIỀN PHÒNG cho khách cọc trước 10/03! Vị trí: Ngõ 123 Xuân Phương (Cách bãi đỗ ô tô đúng 30m, giao thông siêu tiện). GÓC TÌM ĐÂU RA CĂN PHÒNG XỊN NHƯ STUDIO NÀY: Thiết kế: 18m², phòng nào cũng có cửa sổ to, ngập tràn ánh sáng tự nhiên. Nội thất bóc tem 100%: Giường, tủ quần áo, điều hòa, nóng lạnh, hệ tủ bếp + bếp nấu, thiết bị vệ sinh cao cấp, setup sẵn cả CHĂN GA GỐI ĐỆM. Xách mỗi vali quần áo đến là ở! Tiện ích ""đỉnh chóp"": Khóa vân tay TỪNG PHÒNG (Tạm biệt cảnh quên/mất chìa khóa). Máy giặt + SẤY riêng biệt từng tầng. Thang máy xịn, giờ giấc tự do 24/7. PCCC đầy đủ đạt chuẩn, an ninh camera nghiêm ngặt. TÀI CHÍNH & DỊCH VỤ RÕ RÀNG: Giá thuê: Từ 3.800.000đ/tháng (Thanh toán: Cọc 1 đóng 1). Điện: 3.9k/số | Nước: 35k/khối | Mạng: 50k/phòng. Phí dịch vụ chung (Thang máy, rác, vệ sinh, để xe...): 100k/người. Phí giặt sấy: 100k/người. (Có nhận sạc xe điện 100k-150k/tháng. KHÔNG nhận xe điện chạy dịch vụ). Lưu ý nhỏ để xóm trọ văn minh: Nhận tối đa 2 Nam hoặc 3 Nữ/phòng (Tối đa 2 xe máy). Cho phép nuôi Pet thân thiện (Vui lòng báo trước). Phòng mới tinh, view đẹp, giá khai trương cực tốt nên sẽ kín phòng rất nhanh! ️ Gọi hoặc Zalo xem phòng ngay: 0868243051 (Hình ảnh đính kèm là ảnh thật 100% vừa chụp!)","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701997,"Thứ 5, 12:00 26/02/2026",Hà Nội,Hà Đông,2.5,15.0,Pass Phòng 15m2 giá 2tr5 gần hồ văn quán hà đông,"Mình chuyển việc nên pass phòng ở ngõ 10 yên phúc hà đông,diện tích 15m2, phù hợp 1-2 người - Giờ giấc thoải mái, không chung chủ - Vskk, giường,tủ, điều hoà , nóng lạnh, máy giặt đầy đủ - Để xe tầng 1, cổng vân tay, thang máy - Đầu tháng 3 có thể vào hoặc có thể trước vài ngày - Mình có pass tủ lạnh 123l, quạt, đệm 1m6x1m8 bạn nào lấy thì liên hệ thương lượng giá nhé -Liên hệ sđt hoặc zalo : 0359481502","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701965,"Thứ 4, 16:45 25/02/2026",Hà Nội,Bắc Từ Liêm,1.7,20.0,Phòng trọ khép kín dài rộng 20m2 Cầu Diễn,"Cho thuê phòng trọ khép kín giá rẻ 20m2 sạch sẽ, cực thoáng mát, phòng sáng đẹp (nhiều ô thoáng, cửa sổ), an ninh tốt + Nhà dài rộng + Sàn lát gạch hoa + Nhà vệ sinh sạch đẹp rộng: sen vòi, nóng lạnh 20L + Có chỗ để xe, phơi đồ, khu rửa riêng nếu cần (rửa bát đũa, giặt giũ chăn màn....nếu ko thích dùng trong phòng cho sạch sẽ) - Gần bến xe bus 20, 29, 32, 57. - Gần chợ - Gần hầm đi bộ Diện tích: 20 m2 (khép kín) Giá thuê: 1.700.000/tháng Điện: 4500/số , Nước: 100.000/người. Địa chỉ: SN 11 ngõ 64 đường Cầu Diễn – Phúc Diễn - Bắc Từ Liêm – Hà Nội Sơ đồ đường đi: Đi qua cầu Diễn, qua đường tàu, đi tiếp qua trường Cao đẳng Thông tin, qua 1 bến xe bus đi tiếp thấy hầm đi bộ (ngõ 64 ngay cạnh hầm đi bộ, đầu ngõ là nhà văn hóa tổ 6 và quán game win gaming, cách đèn xanh đèn đỏ Văn Tiến Dũng 50m), vào ngõ 64 tìm số nhà 11 Liên hệ chính chủ, ko trung gian: Bác Mai: 038.654.2006 - chị Thủy: 038.999.2002",
648660,"Thứ 4, 14:59 25/02/2026",Hà Nội,Tây Hồ,4.5,35.0,"CCMN 35m2 view cầu Nhật Tân, full đồ tại An Dương Vương, Tây Hồ","CCMN 35m2 view cầu Nhật Tân, full đồ tại An Dương Vương, Tây Hồ. Cam kết phòng chính chủ, đúng ảnh, đúng giá. Địa chỉ: Số 2 ngõ 4 An Dương Vương. (Ngay ngã 3 Lạc Long Quân, Âu Cơ, An Dương Vương). Phòng: Full đồ (điều hoà, nóng lạnh, tủ lạnh, máy giặt, giường, tủ, bếp, bàn học giá sách). Tất cả các phòng đều có cửa sổ thoáng mát. Ô tô đỗ cửa Giá: 4.5 /tháng (có thể tới ở ngay). Tầng thượng: Có máy giặt sân phơi thoáng mát. Nhà không chung chủ, giờ giấc thoải mái, để xe tầng 1. LH chính chủ: Phòng như ảnh.","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
700221,"Thứ 4, 14:56 25/02/2026",Hà Nội,Tây Hồ,5.0,30.0,"CHO THUÊ CĂN STUDIO SIÊU XINH TẠI TỪ HOA, TÂY HỒ","CHO THUÊ CĂN STUDIO SIÊU XINH TẠI TỪ HOA, TÂY HỒ - Số 28 ngõ 24 Từ Hoa, Tây Hồ. - Full đồ: tủ lạnh, tủ bếp, điều hòa, giường tủ, có ban công, cửa sổ. - Giá 5 triệu. Phòng như ảnh - Liên hệ chính chủ: 0907.886.007","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701681,"Thứ 4, 14:53 25/02/2026",Hà Nội,Tây Hồ,4.0,25.0,"Cho thuê Studio chỉ 4tr tại phố Âu Cơ, Tây Hồ","Cho thuê Studio chỉ 4tr tại phố Âu Cơ, Tây Hồ - Số 28 ngõ 132 Âu Cơ, Tây Hồ. ( hoặc 28 ngõ 35A Tứ Liên ) - Đầy đủ nội thất: tủ lạnh, tủ bếp, máy lạnh, đệm, máy giặt, cửa sổ. - Giá 4 - 4.5tr triệu đồng. Phòng như trong hình Liên hệ chủ nhà: Zalo/Whatsapp 0907.886.007","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
697830,"Thứ 4, 10:54 25/02/2026",Hà Nội,Cầu Giấy,2.8,20.0,"CHO THUÊ PHÒNG TRỌ KHÉP KÍN Ở QUAN HOA, CẦU GIẤY , HÀ NỘI","CHO THUÊ PHÒNG TRỌ KHÉP KÍN Ở QUAN HOA, CẦU GIẤY , HÀ NỘI - Số 16 Nguyễn Khánh Toàn, Cầu Giấy, Hà Nội * Tổng diện tích: 20m2 - Tiện nghi đầy đủ: Ban công thoáng mát. Điều hòa, nóng lạnh, tủ lạnh, tủ quần áo đầy đủ - An ninh đảm bảo tuyệt đối - Vị trí thuận tiện, gần các trường đại học lớn Giá thuê: 2,8tr/ tháng- Đóng 1 cọc 1 triệu + Điện 4k + Nước 30k + Rác vệ sinh 30k/ tháng Liên hệ: 0346 635 956, miễn báo mạng làm fien","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701939,"Thứ 4, 10:45 25/02/2026",Hà Nội,Thanh Trì,4.0,25.0,Tìm khách thuê phòng - ngay hồ Triều Khúc,"PHÒNG TRIỀU KHÚC – FULL TIỆN NGHI – VÀO Ở LUÔN THÁNG 3,4 Địa chỉ: 2a1/188 Triều Khúc Gần các trường: Đại học Hà Nội, Học viện An ninh Nhân dân, Đại học Công nghệ Giao thông Vận tải – cực kỳ thuận tiện cho sinh viên & người đi làm. Giá: 4.000.000 - 4.300.000đ/tháng (CÓ THƯƠNG LƯỢNG THÊM) Có thể dọn vào ở ngay trong tháng 3 và tháng 4 ️ Phòng riêng sạch sẽ, thoáng mát ️ Có chỗ để xe rộng rãi ️ Trang bị tiện nghi cơ bản, chỉ việc xách vali vào ở ️ Khu dân cư an ninh, yên tĩnh, giờ giấc thoải mái Liên hệ: Inbox trực tiếp hoặc gọi 0837 767 891 nhé ạ","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701937,"Thứ 4, 10:26 25/02/2026",Hà Nội,Hai Bà Trưng,2.6,18.0,Chính chủ có nhiều phòng trọ khép kín diện tích từ 18-22 mét giá 2tr6,"Chính chủ có nhiều phòng trọ khép kín diện tích từ 18-22 mét cho thuê tại chung cư mini số 53 ngõ 103 phố 8/3. Phòng khép kín, sạch sẽ thoáng mát, có đầy đủ điều hòa, nóng lạnh Phòng ở trong khu dân trí cao, an ninh tốt, gần chợ, trường học, công viên, đại học kinh tế quốc dân, đại học bách khoa, đại học quản trị kinh doanh, xây dựng, bệnh viện thanh nhàn, bệnh viện bạch mai Liên hệ : 0989551205 Địa chỉ: Số 53, ngõ 103, phố 8/3, Quỳnh Mai, quận Hai Bà Trưng, Hà Nội",
701928,"Thứ 4, 08:41 25/02/2026",Hà Nội,Long Biên,3.0,20.0,"Cho thuê phòng trọ khép kín nhà mặt phố, Số 1a phố Hoàng Thế Thiện - Sài Đồng","Cho thuê phòng trọ khép kín nhà mặt phố, Số 1a - phố Hoàng Thế Thiện ( đ/c trước khi sáp nhập là số 1a – ngõ 85 – Sài Đồng). Giá thuê từ 3-5 triệu ( phòng rộng 20-30m2), cọc 1 đóng 1 Tiện ích: - Vị trí mặt phố đẹp, chưa bao giờ bị ngập trong mùa mưa bão, - Cách chợ 100m, gần bến xe bus, gần AEON Long Biên, gần siêu thị - Có sân để xe máy miễn phí, có chỗ cắm sạc xe điện - Hệ thống PCCC tiêu chuẩn. - Nội thất gồm: nóng lạnh, điều hòa, giường, tủ bếp, khu vực nấu ăn - Có thang máy - Tủ lạnh và máy giặt có thể lắp đặt tùy theo yêu cầu Chi phí: - Giá điện : 4k/số - Giá nước:30k/cm3 - Wifi: 100k/ người - Dịch vụ: 100k/người Liên hệ : 0349393788","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
700354,"Thứ 4, 08:39 25/02/2026",Hà Nội,Cầu Giấy,3.9,28.0,"Cho thuê nhà trọ giá rẻ 3,9 tr cầu giấy đại học quốc gia, báo chí, full đồ thang máy","cho thuê phòng trọ khép kín đổ đồ, thang máy giá 3,9 tr Đia chỉ : 126 ngõ 44 trần thái tông,,dịch vọng, cầu giấy . Gần Báo chí, Đại học quốc gia,.... Nội thất: Giường tủ, đệm, điều hòa nóng lạnh, máy giặt chung..., khoá vân tay Dịch vụ: + Giá Điện: 4000k/ kw, + Nước 120k/ người , + dv 150 k/người/tháng ( máy giặt , wifi , đổ rác , dọn vệ sinh,điện chung,...) Thang máy 50k lh xem phòng : 0985991384, 0904525414","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
699153,"Thứ 4, 08:36 25/02/2026",Hà Nội,Đống Đa,3.5,26.0,"Cho thuê phòng đẹp giá rẻ 3,5tr, Kim Liên Đống Đa. Đi bộ ra Vincom Phạm Ngọc Thạch, ĐH Y","Cho thuê phòng đẹp giá rẻ 3,5tr, Kim Liên Đống Đa. Đi Bộ ra Vincom Phạm Ngọc thạch, ĐH Y... Địa chỉ: Nhà 24 ngõ 41 Đông Tác. Nhà mới còn nhiều phòng, gần phố đi lại thuận tiện vài bước chân Vincom Phạm Ngọc Thạch, ĐH Y, Bv Y Hà Nội, Ga Hà Nội,... Phòng 26m² giá 3,5 tr/th. Vệ sinh khép kín đủ đồ. Cầu thang bộ. Nội thất: Giường tủ, đệm, điều hòa nóng lạnh, máy giặt chung, bàn bếp..., khoá vân tay, Thang bộ. - Giờ giấc tự do, Không chung chủ, không giới hạn ở, mỗi phòng 1 xe. Phí dịch vụ: Điện 4,0 k/1 số. Nước 120k/ 1ng, Dịch vụ chung 150k / người. - Thanh toán 1 cọc 1. - HĐ 6 - 12 tháng. Liên hệ: A Nguyên 0969 153 598","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701897,"Thứ 3, 14:22 24/02/2026",Hà Nội,Hà Đông,4.0,25.0,"LA KHÊ FULL ĐỒ NGAY PHENIKAA, CMC, OTO ĐỖ CỬA, NGAY CHÂN TÒA THE PRIDE","Nơi này nằm tại Phường Dương Nội, Hà Nội - Quận Hà Đông, Hà Nội cũ, cung cấp không gian sống thoải mái cho những ai tìm kiếm sự tiện nghi và thoải mái. Phòng trọ 1PN, 1WC có nội thất đầy đủ, thích hợp cho cuộc sống hiện đại. Giá thuê chỉ 4 triệu VND, với diện tích 25m2, vừa đủ cho một không gian riêng tư mà không quá chật chội. Không gian thoáng đãng, dễ dàng sắp xếp, tạo cảm giác gần gũi và ấm cúng. Thích hợp cho những ai muốn tận hưởng cuộc sống tiện nghi mà không lo về chi phí. Gần công viên thiên văn học và công viên An Hưng, lý tưởng cho những ai yêu thích không gian xanh. Cách siêu thị Đức Thành không xa, thuận tiện cho việc mua sắm hàng ngày.","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701896,"Thứ 3, 14:19 24/02/2026",Hà Nội,Hà Đông,4.0,25.0,"261 NGUYỄN VĂN TRỖI STUDIO FULL ĐỒ, NGAY PTIT, CÁCH 500M OTO ĐỖ CỬA","Đường Nguyễn Văn Trỗi, Phường Hà Đông, Hà Nội - Quận Hà Đông, Hà Nội cũ là căn phòng trọ cho thuê lý tưởng với những đặc điểm nổi bật sau: - Diện tích 25 m2, thiết kế 1PN, 1WC, đầy đủ tiện nghi. - Nội thất gồm điều hòa, giường, tủ lạnh, tạo không gian sống thoải mái. - Giá thuê chỉ 4 triệu VND, phù hợp với nhu cầu của nhiều người. Gần các tiện ích: cách bệnh viện đa khoa quốc tế thiên đức 2km, cách công viên Phùng Khoang 2km, cách siêu thị mẹ bầu & em bé con cưng Nguyễn Văn Lộc 2km, cách trường mầm non Thần Đồng 2km.","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701895,"Thứ 3, 14:14 24/02/2026",Hà Nội,Nam Từ Liêm,4.2,30.0,"17 ĐẠI MỖ 1N1K FULL ĐỒ, NGAY PHENIKAA, CMC, PTIT, TIỆN NGHI GẦN TRƯỜNG","Nhà trọ này nằm ở Đường Đại Mỗ, Phường Đại Mỗ, Hà Nội - Quận Nam Từ Liêm, Hà Nội cũ, với 1PN và 1WC, rất phù hợp cho cuộc sống thoải mái. Nội thất full, chỉ cần xách vali vào ở ngay. Diện tích 30m2, không gian thoáng đãng và dễ chịu. Giá cho thuê chỉ 4,2 triệu VND, cực kỳ hợp lý. Thời gian cho thuê linh hoạt, tối thiểu 1 năm. Cuộc sống tại đây sẽ rất tiện lợi với nhiều tiện ích xung quanh. Khu vực xung quanh Gần bệnh viện đa khoa quốc tế Vinmec Smart City và bệnh viện đa khoa Hồng Ngọc - Phúc Trường Minh. Công viên Thiên Văn Học chỉ mất vài phút đi bộ.","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701877,"Thứ 3, 09:39 24/02/2026",Hà Nội,Ba Đình,3.5,40.0,CHÍNH CHỦ CHO THUÊ PHÒNG ĐỘI CẤN,"CHÍNH CHỦ CHO THUÊ PHÒNG - ĐỘI CẤN (BA ĐÌNH) - Diện tích: 40m2, trên tầng 2, có cầu thang, ban công, vs riêng, ko chung chủ, sạch sẽ. - Địa chỉ: ngõ 142 Đội Cấn, gần chợ, trường học, thuận tiện, an ninh tốt. - Giá: phòng 3.5tr/tháng, điện 4.5k/số, nước 150k/người, mạng wifi MIỄN PHÍ. - Liên hệ chính chủ: 0974321973 (anh Thắng).","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701259,"Thứ 3, 09:02 24/02/2026",Hà Nội,Hai Bà Trưng,6.0,25.0,CHÍNH CHỦ CHO THUÊ PHÒNG CAO CẤP - FULL NỘI THẤT THIẾT KẾ - MỚI 100% - CHỈ TỪ 6TR,"PHÒNG CAO CẤP MỚI TINH – Ở NGAY – HÌNH THỰC TẾ ĐẸP NHƯ 3D Ngõ 325 Kim Ngưu – Vĩnh Tuy – Hà Nội Tòa nhà mới hoàn thiện, đón cư dân đầu tiên, thiết kế tinh tế – hiện đại, ở là mê. * Nội thất xịn xò đầy đủ: - Bếp riêng cao cấp: tủ kịch trần, bếp từ, hút mùi âm, bồn rửa hiện đại - Giường thông minh có hộc kéo, sofa + bàn ăn - Bàn làm việc liền tủ áo, đèn LED hắt cực chill - Máy lạnh, máy giặt, thiết bị vệ sinh cao cấp - Thang máy chuẩn khách sạn, có nguồn điện dự phòng - PCCC đạt chuẩn, an tâm tuyệt đối * Giá thuê: Phòng ngoài, nhiều ánh sáng: 6.000.000/tháng * Chi phí rõ ràng: - Điện: 4.000đ/kWh - Nước: 35.000đ/m³ - Wifi: 100.000đ/phòng - Dịch vụ chung: 250.000đ/người Gần BV Thanh Nhàn – Bạch Mai – NEU – Bách Khoa – Times City – CV Tuổi Trẻ Khóa vân tay, camera 24/7 – giờ giấc tự do Liên hệ chính chủ: 035 6099 624 (anh Đức) Xem phòng là chốt – số lượng có hạn!","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
668687,"Thứ 3, 08:57 24/02/2026",Hà Nội,Cầu Giấy,4.0,20.0,"Chính chủ cho thuê phòng khép kín có gác xép 20m2, ở hoặc có thể làm cửa hàng - Ngõ 26, Phố Doãn Kế Thiện","Chính chủ cho thuê phòng trọ mặt ngõ 26 Doãn Kế Thiện, Mai Dịch, Cầu Giấy. Diện tích 20m² có gác xép, điều hòa, vệ sinh nóng lạnh và bếp khép kín! Đối diện trường tiểu học Ở hoặc có thể làm cửa hàng không chung chủ giá 4 tr/ tháng (cọc 1 đóng 3) Liên hệ A Việt 0943 141998 chính chủ miễn môi giới!","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701838,"Thứ 3, 08:31 24/02/2026",Hà Nội,Bắc Từ Liêm,3.5,20.0,"Cho Thuê Phòng Trọ Gần Đại Học Công Nghiệp Cho Người Đi Làm Sinh Viên Nội Thất Đầy Đủ Từ 2,5 Triệu","CHO THUÊ PHÒNG CHÍNH CHỦ – PHÙ HỢP GIA ĐÌNH NHỎ - PHÒNG TRỌ MỚI XÂY DỰNG VÀO Ở NGAY Không gian yên tĩnh, an ninh đảm bảo – thích hợp gia đình có con nhỏ hoặc người đi làm muốn ở lâu dài. Vị trí thuận tiện: gần ĐH Công Nghiệp, gần trường mầm non, gần chợ, khu dân cư văn minh, đầy đủ dịch vụ. Phòng trang bị sẵn: • Giường, tủ đồ, bàn làm việc • Kệ bếp riêng, vệ sinh khép kín, nhà tắm tiện nghi • Điều hòa, bình nóng lạnh Dịch vụ: Internet tốc độ cao, máy giặt, thang máy Khóa từ vân tay – ra vào riêng tư, an toàn cho trẻ nhỏ / Giá từ 2,5 triệu/tháng và 3,5 triệu/tháng. Có hai mức phòng nhỏ và to. Liên hệ chính chủ: 0919 698 756 – 0328 221 960 Môi trường sạch sẽ, yên tĩnh – thuận tiện sinh hoạt và đưa đón con đi học.","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
690694,"Thứ 2, 22:21 23/02/2026",Hà Nội,Hai Bà Trưng,3.0,24.0,Cho thuê phòng 24m² gần trường ĐH Kinh tế Hà Nội. Chính chủ . LH: Ông Tuyến 0355 177 190.,"Cho SV nam (2 người) thuê phòng 24m² ở tầng 2 nhà 3 tầng. Nhà chính chủ , miễn trung gian, vệ sinh khép kín, sạch sẽ, thoáng mát, có điều hòa, bình nóng lạnh, bàn ghế giường tủ để dùng. Cáp mạng tốt , An ninh tốt, điện nước khỏe. Gần trường ĐH Kinh Tế, Bách Khoa, Xây Dựng . Giá thuê : 3 triệu/tháng. Liên hệ: Ông Tuyến 0355 177 190. Địa chỉ: ngách 41/ 33 số nhà 9 phố Vọng, phường Bạch Mai, Hà Nội.","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701864,"Thứ 2, 19:28 23/02/2026",Hà Nội,Cầu Giấy,3.0,30.0,"NHƯỢNG TRỌ Ở LUÔN LIÊN HỆ: 0865343158. Địa chỉ : ngõ 45 võ chí công, nghĩa đô, cầu giấy.","NHƯỢNG TRỌ Ở LUÔN LIÊN HỆ: 0865343158 Địa chỉ : ngõ 45 võ chí công- nghĩa đô- cầu giấy. (gần đh gtvt, cao đẳng sư phạm, đh điện lực...) • Phòng 3tr :25m2 (giới hạn 2ng 2xe) —-VSKK—- •Tầng 2 thang bộ, tầng 1 để xe free, phơi đồ sân thượng tầng 4(rộng) •Điện 4.5k / số •Nước sạch 30k /số (sd nấu ăn) •Nước giếng khoan 40k/người (bồn cầu, nước vòi ) •Wifi 60k / phòng •Không nhận xe điện • Khu dân trí cao, đảm bảo an ninh, pccc • Đồ cơ bản gồm: tủ quần áo, giường m8*2m, điều hoà, nóng lạnh, bàn bếp, cửa sổ rộng thoáng","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
701585,"Thứ 2, 09:31 23/02/2026",Hà Nội,Hà Đông,3.5,25.0,"CHO THUÊ PHÒNG TRỌ GẦN ĐẠI HỌC: PHENIKA, ĐẠI NAM, ĐIỆN LỰC (CS3)",". Nhà mới xây, Cách Phenika (1km), Đại Nam (1.5km) & Điện Lực cơ sở 3(2km) - khóa vân tay, không chủ. Điện 4k, nước 30k ️ Phòng full nội thất: Thang máy, Lọc nước tổng, điều hoà, máy giặt riêng, sân phơi riêng, tủ lạnh, tủ quần áo, bếp, nóng lạnh, WC khép kín, cửa sổ thoáng mát. An ninh 24/7 – camera, Hệ thống PCCC an toàn tuyệt đối. Giá phòng 3.5tr , Cọc 1 - Đóng 1 (Cọc nhanh để giữ nhà qua tết đến ở luôn) Địa chỉ: Khu A Dịch vụ Yên Nghĩa ️ Liên hệ: 0768557688 - Chú Cường","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
696937,"Chủ Nhật, 17:23 22/02/2026",Hà Nội,Hoài Đức,2.4,25.0,"CHO THUÊ PHÒNG KHÉP KÍN THÚ Y, FULL ĐỒ 2,4 TR","CHO THUÊ PHÒNG KHÉP KÍN – FULL NỘI THẤT Phố Thú Y, Đức Thượng, Hoài Đức, Hà Nội giá 2,4tr Gần các trường: ĐH Công Nghiệp, CĐ FPT, ĐH Đông Á, ĐH Thành Đô, CĐ Đại Việt, CĐ Bách Nghệ, Học viện CSPT. * Tiện nghi Phòng khép kín, có bếp – chậu rửa riêng Full nội thất: tủ lạnh, giường tủ, bàn ghế, nóng lạnh Thang máy, khóa vân tay, wifi mạnh Máy giặt chung, để xe miễn phí Camera an ninh, không chung chủ Tự do giờ giấc, không giới hạn người/xe, nuôi pet OK Dịch vụ Điện: 4.000đ/kWh Nước: 120k/người Dịch vụ: 150k/người/tháng Máy sấy: 50k/người Thang máy: 50k/người Liên hệ: A. Nguyên: 0969 153 598 – 0904 525 414 Chị Phượng: 0985 991 384","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
695907,"Chủ Nhật, 17:23 22/02/2026",Hà Nội,Cầu Giấy,1.3,6.0,"Cho thuê phòng ngõ 3/1 PHẠM TUẤN TÀI Ở LUÔN 1,3 TR","PHÒNG GIÁ RẺ – CẦU GIẤY Ngách 1, ngõ 3 Phạm Tuấn Tài Chỉ 1,3 triệu/tháng! Phòng gọn gàng – thoáng mát – đầy đủ nội thất: Giường, tủ, điều hòa, nóng lạnh WC chung sạch sẽ Điện chia đầu người Nước 120k/ng/tháng Wifi + dịch vụ chung: 150k/ng/tháng (rác, đèn hành lang, máy giặt) Gần các trường ĐH, đi lại tiện Giờ giấc tự do – chủ nhà dễ thương Liên hệ ngay: 0904.525.414 – 0985.991.384","Đầy đủ nội thất, Có gác, Có kệ bếp, Có máy lạnh, Có máy giặt, Có tủ lạnh, Có thang máy, Không chung chủ, Giờ giấc tự do, Có bảo vệ 24/24, Có hầm để xe"
